Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  us/call  us/call  name    
                0.01    0.00  534755/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [2]
                0.00    0.00    1355/1818        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [19]
                0.00    0.00  534755/551579      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size() const [188]
                0.00    0.00  534755/1088498     std::char_traits<char>::assign(char&, char const&) [183]
-----------------------------------------------
                0.00    0.00      28/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::begin() [170]
                0.00    0.00      28/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::end() [169]
                0.00    0.00      29/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct(unsigned long, char) [158]
                0.00    0.00      39/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long, unsigned long) [125]
                0.00    0.00      40/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::c_str() const [161]
                0.00    0.00      58/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::at(unsigned long) [160]
                0.00    0.00      84/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator[](unsigned long) [156]
                0.00    0.00     330/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [22]
                0.00    0.00     560/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace(unsigned long, unsigned long, char const*, unsigned long) [43]
                0.00    0.00     578/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [45]
                0.00    0.00     887/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_disjunct(char const*) const [92]
                0.00    0.00     935/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator=(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [35]
                0.00    0.00    1175/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::reserve(unsigned long) [21]
                0.00    0.00    1415/1676424     void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [48]
                0.00    0.00    1772/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [19]
                0.00    0.00    2205/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::data() const [61]
                0.00    0.00    2530/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_assign(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [26]
                0.00    0.00    3503/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [12]
                0.00    0.00    4572/1676424     void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [23]
                0.00    0.00    6036/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [32]
                0.00    0.00    6120/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [16]
                0.01    0.00  534755/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::push_back(char) [1]
                0.01    0.00  548939/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [7]
                0.01    0.00  559806/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [3]
[2]     50.0    0.02    0.00 1676424         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [2]
-----------------------------------------------
                0.00    0.00     750/559806      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [45]
                0.00    0.00    1479/559806      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator=(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [35]
                0.00    0.00   12897/559806      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [9]
                0.01    0.01  544680/559806      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::capacity() const [4]
[3]     41.7    0.01    0.01  559806         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [3]
                0.01    0.00  559806/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [2]
                0.00    0.00  559806/559806      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [184]
-----------------------------------------------
                0.00    0.00      66/544625      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [72]
                0.00    0.00     566/544625      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace(unsigned long, unsigned long, char const*, unsigned long) [43]
                0.00    0.00    1272/544625      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_assign(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [26]
                0.00    0.00    1818/544625      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [19]
                0.00    0.00    2176/544625      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::reserve(unsigned long) [21]
                0.00    0.00    3972/544625      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [12]
                0.00    0.02  534755/544625      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::push_back(char) [1]
[4]     40.6    0.00    0.02  544625         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::capacity() const [4]
                0.01    0.01  544680/559806      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [3]
-----------------------------------------------
                0.00    0.00       1/104         CBuild::GXX::build() [13]
                0.00    0.00       1/104         CBuild::GXX::link() [17]
                0.01    0.00     102/104         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::push_back(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [6]
[5]     25.0    0.01    0.00     104         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::end() [5]
                0.00    0.00     186/337         __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::__normal_iterator(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* const&) [265]
-----------------------------------------------
                                                 <spontaneous>
[6]     24.8    0.00    0.01                 std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::push_back(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [6]
                0.01    0.00     102/104         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::end() [5]
                0.00    0.00     102/102         void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [28]
                0.00    0.00      43/145         void std::allocator_traits<std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&>(std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [36]
-----------------------------------------------
                0.00    0.00      24/548663      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator=(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [35]
                0.00    0.00      29/548663      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct(unsigned long, char) [158]
                0.00    0.00     111/548663      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::allocator<char> const&) [154]
                0.00    0.00     540/548663      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::clear() [115]
                0.00    0.00     566/548663      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace(unsigned long, unsigned long, char const*, unsigned long) [43]
                0.00    0.00     657/548663      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [99]
                0.00    0.00     750/548663      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [45]
                0.00    0.00    1272/548663      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_assign(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [26]
                0.00    0.00    1415/548663      void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [48]
                0.00    0.00    3972/548663      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [12]
                0.00    0.00    4572/548663      void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [23]
                0.00    0.01  534755/548663      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::push_back(char) [1]
[7]     16.4    0.00    0.01  548663         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [7]
                0.01    0.00  548939/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [2]
                0.00    0.00  548939/550166      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_length(unsigned long) [189]
                0.00    0.00  548939/1088498     std::char_traits<char>::assign(char&, char const&) [183]
-----------------------------------------------
                                                 <spontaneous>
[8]      1.1    0.00    0.00                 procces_help::call(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [8]
                0.00    0.00      21/21          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [15]
                0.00    0.00      92/92          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator=(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [35]
                0.00    0.00      23/28          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, char const*) [34]
                0.00    0.00      53/53          CBuild::line_filebuff::get_line[abi:cxx11](unsigned int) [44]
                0.00    0.00      50/111         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator+=(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [33]
                0.00    0.00       1/1           CBuild::line_filebuff::line_filebuff(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, bool) [63]
                0.00    0.00     128/2214        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [10]
                0.00    0.00       2/4           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [47]
                0.00    0.00      30/80          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator+=(char const*) [42]
                0.00    0.00       1/1           CBuild::line_filebuff::~line_filebuff() [94]
                0.00    0.00       5/505         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [16]
                0.00    0.00      21/27          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::substr(unsigned long, unsigned long) const [126]
                0.00    0.00       2/47          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [52]
                0.00    0.00       1/4           pack_base::version_str[abi:cxx11]() [118]
                0.00    0.00      52/52          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::at(unsigned long) [160]
                0.00    0.00       1/52          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [99]
-----------------------------------------------
                0.00    0.00     266/12651       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_assign(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [26]
                0.00    0.00    1175/12651       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::reserve(unsigned long) [21]
                0.00    0.00    1818/12651       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [19]
                0.00    0.00    9392/12651       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [10]
[9]      1.1    0.00    0.00   12651         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [9]
                0.00    0.00   12897/559806      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [3]
                0.00    0.00    6036/6036        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [32]
-----------------------------------------------
                0.00    0.00       1/2214        load_tasks() [157]
                0.00    0.00       1/2214        CBuild::line_filebuff::load_buffer() [67]
                0.00    0.00       1/2214        CBuild::filebuff::~filebuff() [173]
                0.00    0.00       1/2214        CBuild::line_filebuff::line_filebuff(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, bool) [63]
                0.00    0.00       1/2214        test::test() [122]
                0.00    0.00       1/2214        mkppa::mkppa() [124]
                0.00    0.00       1/2214        bhelp::bhelp() [123]
                0.00    0.00       1/2214        pack_deb::~pack_deb() [137]
                0.00    0.00       1/2214        copyLib::copyLib(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [136]
                0.00    0.00       2/2214        main [11]
                0.00    0.00       2/2214        pack_base::version_major() [144]
                0.00    0.00       2/2214        pack_base::version_minor() [145]
                0.00    0.00       2/2214        pack_deb::pack_deb() [114]
                0.00    0.00       2/2214        procces_version::procces_version() [107]
                0.00    0.00       2/2214        modify_version::modify_version() [116]
                0.00    0.00       2/2214        procces_help::procces_help() [106]
                0.00    0.00       2/2214        procces_version::~procces_version() [129]
                0.00    0.00       2/2214        procces_help::~procces_help() [128]
                0.00    0.00       3/2214        __static_initialization_and_destruction_0(int, int) [66]
                0.00    0.00       3/2214        CBuild::Path::~Path() [162]
                0.00    0.00       4/2214        pack_base::version_str[abi:cxx11]() [118]
                0.00    0.00       4/2214        pack_base::pack_base(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [75]
                0.00    0.00       4/2214        pack_base::~pack_base() [103]
                0.00    0.00       4/2214        CBuild::GXX::GXX(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [76]
                0.00    0.00       5/2214        CBuild::line_filebuff::get_line[abi:cxx11](unsigned int) [44]
                0.00    0.00       5/2214        init() [117]
                0.00    0.00       5/2214        CBuild::Toolchain::~Toolchain() [104]
                0.00    0.00       8/2214        CBuild::Task::~Task() [81]
                0.00    0.00       9/2214        lib::mapData<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, CBuild::stage>::~mapData() [146]
                0.00    0.00      14/2214        procces_version::call(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [64]
                0.00    0.00      21/2214        CBuild::GXX::link() [17]
                0.00    0.00      32/2214        CBuild::GXX::build() [13]
                0.00    0.00      38/2214        lib::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::push_back(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [20]
                0.00    0.00     128/2214        procces_help::call(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [8]
                0.00    0.00     198/2214        lib::mapData<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~mapData() [58]
                0.00    0.00     476/2214        void std::destroy_at<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [30]
                0.00    0.00    1226/2214        std::filesystem::__cxx11::path::~path() [14]
[10]     0.8    0.00    0.00    2214         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [10]
                0.00    0.00    9392/12651       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [9]
                0.00    0.00    9392/9392        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::~_Alloc_hider() [202]
-----------------------------------------------
                                                 <spontaneous>
[11]     0.8    0.00    0.00                 main [11]
                0.00    0.00       1/1           std::filesystem::__cxx11::path::~path() [14]
                0.00    0.00       1/1           lib::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::push_back(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [20]
                0.00    0.00       1/1           init() [117]
                0.00    0.00       1/2           lib::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~map() [113]
                0.00    0.00       2/47          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [52]
                0.00    0.00       2/2214        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [10]
                0.00    0.00       1/1           std::filesystem::__cxx11::path::c_str() const [172]
                0.00    0.00       1/1           lib::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::map() [405]
-----------------------------------------------
                0.00    0.00     327/834         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(char const*) [24]
                0.00    0.00     507/834         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(char const*, unsigned long) [18]
[12]     0.6    0.00    0.00     834         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [12]
                0.00    0.00    3972/544625      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::capacity() const [4]
                0.00    0.00    3972/548663      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [7]
                0.00    0.00    3503/1676424     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [2]
                0.00    0.00     457/1818        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [19]
                0.00    0.00    7932/551579      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size() const [188]
                0.00    0.00    3503/14948       std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [192]
-----------------------------------------------
                                                 <spontaneous>
[13]     0.5    0.00    0.00                 CBuild::GXX::build() [13]
                0.00    0.00       1/104         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::end() [5]
                0.00    0.00      22/22          lib::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::at(unsigned long) [59]
                0.00    0.00      42/111         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator+=(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [33]
                0.00    0.00      31/80          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator+=(char const*) [42]
                0.00    0.00      22/85          lib::mapData<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~mapData() [58]
                0.00    0.00      20/505         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [16]
                0.00    0.00      11/12          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [100]
                0.00    0.00      32/2214        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [10]
                0.00    0.00       1/2           lib::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::~map() [113]
                0.00    0.00       1/52          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [99]
                0.00    0.00      13/13          lib::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::size() [356]
                0.00    0.00      10/16          bool __gnu_cxx::operator==<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&) [352]
                0.00    0.00       9/14          __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator*() const [355]
                0.00    0.00       9/14          __gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >::operator++() [354]
                0.00    0.00       1/104         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::begin() [295]
-----------------------------------------------
                0.00    0.00       1/1           main [11]
[14]     0.5    0.00    0.00       1         std::filesystem::__cxx11::path::~path() [14]
                0.00    0.00    1226/2214        std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [10]
                0.00    0.00    1226/1226        std::filesystem::__cxx11::path::_List::~_List() [243]
-----------------------------------------------
                0.00    0.00      21/21          procces_help::call(std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >) [8]
[15]     0.5    0.00    0.00      21         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [15]
                0.00    0.00      89/89          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::reserve(unsigned long) [21]
                0.00    0.00      89/330         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [22]
                0.00    0.00      89/419         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(char const*, unsigned long) [18]
                0.00    0.00      89/89          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::allocator<char> const&) [154]
                0.00    0.00      89/1153        std::char_traits<char>::length(char const*) [249]
                0.00    0.00      89/89          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::get_allocator() const [303]
                0.00    0.00      89/3149        __gnu_cxx::__alloc_traits<std::allocator<char>, char>::_S_select_on_copy(std::allocator<char> const&) [221]
                0.00    0.00      89/551579      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size() const [188]
-----------------------------------------------
                0.00    0.00       1/505         CBuild::line_filebuff::line_filebuff(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, bool, bool) [63]
